input_raw,input,output,output_raw
"phục vụ tận tình nhưng có điều thức ăn làm hơi lâu xíu, nước ngọt thì đủ loại","phục vụ tận tình nhưng có điều thức ăn làm hơi lâu xíu , nước ngọt thì đủ loại",dịch vụ tốt vì phục vụ tận tình và dịch vụ tệ vì nó lâu và lựa chọn đồ uống tốt vì nước ngọt đủ loại,"{SERVICE#GENERAL,phục vụ,positive,tận tình}; {SERVICE#GENERAL,null,negative,lâu}; {DRINKS#STYLE&OPTIONS,nước ngọt,positive,đủ loại}"
giá cả ở sushi tei hơi cao nha chưa tính thêm thuế các kiểu nhưng nguyên liệu có độ tươi rất đáng khen chế biến cũng ngon như cách trang trí món ăn vậy,giá cả ở sushi tei hơi cao nha chưa tính thêm thuế các kiểu nhưng nguyên liệu có độ tươi rất đáng khen chế biến cũng ngon như cách trang trí món ăn vậy,lựa chọn đồ ăn tốt vì nguyên liệu tươi và giá tiền nhà hàng tệ vì giá cả cao và chất lượng đồ ăn tốt vì chế biến ngon và lựa chọn đồ ăn tốt vì cách trang trí món ăn #tốt,"{FOOD#STYLE&OPTIONS,nguyên liệu,positive,tươi}; {RESTAURANT#PRICES,giá cả,negative,cao}; {FOOD#QUALITY,chế biến,positive,ngon}; {FOOD#STYLE&OPTIONS,cách trang trí món ăn,positive,null}"
bình thường thịt kh tươi lắm và khi nướng rất dễ khét thái độ nhân viên và dịch vụ thì rất tốt,bình thường thịt không tươi lắm và khi nướng rất dễ khét thái độ nhân viên và dịch vụ thì rất tốt,dịch vụ tốt vì thái độ nhân viên tốt và nhà hàng nói chung tạm vì nó bình thường và lựa chọn đồ ăn tệ vì thịt kh tươi và chất lượng đồ ăn tệ vì thịt dễ khét và dịch vụ tốt vì dịch vụ tốt,"{SERVICE#GENERAL,thái độ nhân viên,positive,tốt}; {RESTAURANT#GENERAL,null,neutral,bình thường}; {FOOD#STYLE&OPTIONS,thịt,negative,kh tươi}; {FOOD#QUALITY,thịt,negative,dễ khét}; {SERVICE#GENERAL,dịch vụ,positive,tốt}"
không gian thoáng mát mẽ trang trí bình thường không đặc sắc gần đường nên hơi ồn,không gian thoáng mát mẽ trang trí bình thường không đặc sắc gần đường nên hơi ồn,không gian tốt vì không gian thoáng mát mẽ và không gian tạm vì trang trí bình thường và không gian tệ vì nó ồn và địa chỉ tệ vì nó gần đường,"{AMBIENCE#GENERAL,không gian,positive,thoáng mát mẽ}; {AMBIENCE#GENERAL,trang trí,neutral,bình thường}; {AMBIENCE#GENERAL,null,negative,ồn}; {LOCATION#GENERAL,null,negative,gần đường}"
"Không gian phù hợp nghỉ ngơi, có sách cho đọc, hỗ trợ gửi xe","không gian phù hợp nghỉ ngơi , có sách cho đọc , hỗ trợ gửi xe",không gian tốt vì Không gian phù hợp và vấn đề khác tạm vì sách #tạm và vấn đề khác tốt vì gửi xe #tốt,"{AMBIENCE#GENERAL,Không gian,positive,phù hợp}; {RESTAURANT#MISCELLANEOUS,sách,neutral,null}; {RESTAURANT#MISCELLANEOUS,gửi xe,positive,null}"
giá cả hơi cao về lẩu chứ giá nước uống cũng ổn,giá cả hơi cao về lẩu chứ giá nước uống cũng ổn,giá tiền nhà hàng tệ vì giá cao và giá tiền đồ uống tạm vì giá nước uống ổn,"{RESTAURANT#PRICES,giá,negative,cao}; {DRINKS#PRICES,giá nước uống,neutral,ổn}"
không gian đẹp khỏi chê mình thấy giá cả khá là đắt nhưng người ta tới ăn buffet dim sum buổi sáng cũng đông lắm nghĩ bụng chắc là đồ ăn ngon mà công nhận là ngon thiệt,không gian đẹp khỏi chê mình thấy giá cả khá là đắt nhưng người ta tới ăn bufet dim sum buổi sáng cũng đông lắm nghĩ bụng chắc là đồ ăn ngon mà công nhận là ngon thiệt,nhà hàng nói chung tạm vì nó đông và chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền nhà hàng tệ vì giá cả đắt và không gian tốt vì không gian đẹp,"{RESTAURANT#GENERAL,null,neutral,đông}; {FOOD#QUALITY,đồ ăn,positive,ngon}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {AMBIENCE#GENERAL,không gian,positive,đẹp}"
đồ uống ko quá tệ nhưng đánh 1 vì quán sử dụng toàn bộ ly muỗng nhựa,đồ uống không quá tệ nhưng đánh num vì quán sử dụng toàn bộ ly muỗng nhựa,vấn đề khác tệ vì ly muỗng nhựa #tệ và chất lượng đồ uống tạm vì đồ uống ko quá tệ,"{RESTAURANT#MISCELLANEOUS,ly muỗng nhựa,negative,null}; {DRINKS#QUALITY,đồ uống,neutral,ko quá tệ}"
mấy món thịt nướng cao cấp thì rất ngon nhưng mà giá khá mắc 500k,mấy món thịt nướng cao cấp thì rất ngon nhưng mà giá khá mắc giá tiền,chất lượng đồ ăn tốt vì thịt nướng cao cấp ngon và giá tiền đồ ăn tệ vì giá mắc,"{FOOD#QUALITY,thịt nướng cao cấp,positive,ngon}; {FOOD#PRICES,giá,negative,mắc}"
ăn một lần là ghiền hoài luôn không gian quán nhỏ ấm cúng rất thích hợp đi với gia đình anh chủ quán phục vụ cũng nhiệt tình và dễ thương nữa sẽ rủ bạn bè đến đây thường xuyên vì giá quá hợp lý,ăn một lần là ghiền hoài luôn không gian quán nhỏ ấm cúng rất thích hợp đi với gia đình anh chủ quán phục vụ cũng nhiệt tình và dễ thương nữa sẽ rủ bạn bè đến đây thường xuyên vì giá quá hợp lý,dịch vụ tốt vì chủ quán phục vụ nhiệt tình và giá tiền nhà hàng tốt vì giá hợp lý và không gian tệ vì không gian nhỏ và không gian tốt vì không gian ấm cúng và dịch vụ tốt vì chủ quán phục vụ dễ thương,"{SERVICE#GENERAL,chủ quán phục vụ,positive,nhiệt tình}; {RESTAURANT#PRICES,giá,positive,hợp lý}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {AMBIENCE#GENERAL,không gian,positive,ấm cúng}; {SERVICE#GENERAL,chủ quán phục vụ,positive,dễ thương}"
giá cả hơi cao so với sinh viên nhưng nhìn chung về chất lượng món ăn và phục vụ đều rất ok,giá cả hơi cao so với sinh viên nhưng nhìn chung về chất lượng món ăn và phục vụ đều rất ok,dịch vụ tốt vì phục vụ rất ok và chất lượng đồ ăn tốt vì chất lượng món ăn rất ok và giá tiền nhà hàng tệ vì giá cả cao,"{SERVICE#GENERAL,phục vụ,positive,rất ok}; {FOOD#QUALITY,chất lượng món ăn,positive,rất ok}; {RESTAURANT#PRICES,giá cả,negative,cao}"
"phục vụ cũng được, chất lượng bt, giá cả cũng đi kèm với chất lượng món ăn, không gian đẹp","phục vụ cũng được , chất lượng biết , giá cả cũng đi kèm với chất lượng món ăn , không gian đẹp",dịch vụ tạm vì phục vụ cũng được và nhà hàng nói chung tạm vì chất lượng bt và giá tiền nhà hàng tạm vì giá cả #tạm và không gian tốt vì không gian đẹp,"{SERVICE#GENERAL,phục vụ,neutral,cũng được}; {RESTAURANT#GENERAL,chất lượng,neutral,bt}; {RESTAURANT#PRICES,giá cả,neutral,null}; {AMBIENCE#GENERAL,không gian,positive,đẹp}"
nhân viên lần này phục vụ nhanh nhẹn hơn • cơ mà quán vẫn ồn ào như ngày nào,nhân viên lần này phục vụ nhanh nhẹn hơn • cơ mà quán vẫn ồn ào như ngày nào,dịch vụ tốt vì phục vụ nhanh nhẹn và nhà hàng nói chung tệ vì quán ồn ào,"{SERVICE#GENERAL,phục vụ,positive,nhanh nhẹn}; {RESTAURANT#GENERAL,quán,negative,ồn ào}"
đồ ăn thì ko quá tệ nhưng với service và vệ sinh như vậy thì ko dám quay lại,đồ ăn thì không quá tệ nhưng với dịch vụ và vệ sinh như vậy thì không dám quay lại,chất lượng đồ ăn tạm vì đồ ăn ko quá tệ và dịch vụ tệ vì service #tệ và vấn đề khác tệ vì vệ sinh #tệ,"{FOOD#QUALITY,đồ ăn,neutral,ko quá tệ}; {SERVICE#GENERAL,service,negative,null}; {RESTAURANT#MISCELLANEOUS,vệ sinh,negative,null}"
"chất lượng đồ ăn lần này ngon, tươi, không chê trách điều gì, đồ uống ngọt.","chất lượng đồ ăn lần này ngon , tươi , không chê trách điều gì , đồ uống ngọt .",chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tốt vì đồ ăn tươi và chất lượng đồ uống tạm vì đồ uống ngọt,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,tươi}; {DRINKS#QUALITY,đồ uống,neutral,ngọt}"
"ăn khá ngon, phục vụ cũng được , quán khá đông khách, bài trí đẹp , mỗi tội hơi đắt ovo","ăn khá ngon , phục vụ cũng được , quán khá đông khách , bài trí đẹp , mỗi tội hơi đắt ovo",nhà hàng nói chung tạm vì quán đông và dịch vụ tạm vì phục vụ cũng được và chất lượng đồ ăn tốt vì nó ngon và không gian tốt vì bài trí đẹp và giá tiền nhà hàng tệ vì nó đắt,"{RESTAURANT#GENERAL,quán,neutral,đông}; {SERVICE#GENERAL,phục vụ,neutral,cũng được}; {FOOD#QUALITY,null,positive,ngon}; {AMBIENCE#GENERAL,bài trí,positive,đẹp}; {RESTAURANT#PRICES,null,negative,đắt}"
được cái ko gian tiếp khách món ngon chất lượng giá cũng ko cao lắm,được cái không gian tiếp khách món ngon chất lượng giá cũng không cao lắm,chất lượng đồ ăn tốt vì món ngon và giá tiền nhà hàng tạm vì giá ko cao và không gian tạm vì ko gian được,"{FOOD#QUALITY,món,positive,ngon}; {RESTAURANT#PRICES,giá,neutral,ko cao}; {AMBIENCE#GENERAL,ko gian,neutral,được}"
mình đã ăn nem chua rán ở quán này cũng được 5 lần nem ăn tạm được nhưng nhân viên thì k mấy thân thiện lắm,mình đã ăn nem chua rán ở quán này cũng được num lần nem ăn tạm được nhưng nhân viên thì không mấy thân thiện lắm,dịch vụ tệ vì nhân viên k mấy thân thiện và chất lượng đồ ăn tạm vì nem tạm được,"{SERVICE#GENERAL,nhân viên,negative,k mấy thân thiện}; {FOOD#QUALITY,nem,neutral,tạm được}"
"ưu điểm của quán là phục vụ nhanh, diện tích ok","ưu điểm của quán là phục vụ nhanh , diện tích ok",dịch vụ tệ vì phục vụ nhanh và vấn đề khác tạm vì diện tích ok,"{SERVICE#GENERAL,phục vụ,negative,nhanh}; {RESTAURANT#MISCELLANEOUS,diện tích,neutral,ok}"
món ngon nêm nếm vừa vị nơi lý tưởng để dẫn gia đình và bạn bè đi ăn phục vụ hơi bị lâu,món ngon nêm nếm vừa vị nơi lý tưởng để dẫn gia đình và bạn bè đi ăn phục vụ hơi bị lâu,dịch vụ tệ vì phục vụ lâu và chất lượng đồ ăn tốt vì món ngon và chất lượng đồ ăn tốt vì nêm nếm vừa vị,"{SERVICE#GENERAL,phục vụ,negative,lâu}; {FOOD#QUALITY,món,positive,ngon}; {FOOD#QUALITY,nêm nếm,positive,vừa vị}"
món ăn ngon giá cả hợp lí ns chug la tuyệt nhưng tìm dc đường vao đây rất là vất vả vs lại wan rất to rộng rãi mà vắng hoe ak nhjn rất ớn lạnh nếu tự đj ăn một mjk,món ăn ngon giá cả hợp lí nói chug la tuyệt nhưng tìm được đường vao đây rất là vất vả với lại wan rất to rộng rãi mà vắng hoe à nhjn rất ớn lạnh nếu tự đi ăn một mjk,nhà hàng nói chung tạm vì wan vắng hoe và chất lượng đồ ăn tốt vì món ngon và giá tiền nhà hàng tốt vì giá cả hợp lí và nhà hàng nói chung tốt vì wan to rộng rãi và địa chỉ tệ vì nó vất vả,"{RESTAURANT#GENERAL,wan,neutral,vắng hoe}; {FOOD#QUALITY,món,positive,ngon}; {RESTAURANT#PRICES,giá cả,positive,hợp lí}; {RESTAURANT#GENERAL,wan,positive,to rộng rãi}; {LOCATION#GENERAL,null,negative,vất vả}"
sushi ở đây siêu ngon có điều giá khá cao,sushi ở đây siêu ngon có điều giá khá cao,chất lượng đồ ăn tốt vì sushi ngon và giá tiền nhà hàng tệ vì giá cao,"{FOOD#QUALITY,sushi,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}"
tráng miệng nhìn đẹp là chính chứ ăn không ngon,tráng miệng nhìn đẹp là chính chứ ăn không ngon,chất lượng đồ ăn tệ vì tráng miệng không ngon và lựa chọn đồ ăn tốt vì tráng miệng đẹp,"{FOOD#QUALITY,tráng miệng,negative,không ngon}; {FOOD#STYLE&OPTIONS,tráng miệng,positive,đẹp}"
đánh giá là đồ ăn thấy ngon còn phục vụ thì cải thiện hơn chút,đánh giá là đồ ăn thấy ngon còn phục vụ thì cải thiện hơn chút,dịch vụ tạm vì phục vụ #tạm và chất lượng đồ ăn tốt vì đồ ăn ngon,"{SERVICE#GENERAL,phục vụ,neutral,null}; {FOOD#QUALITY,đồ ăn,positive,ngon}"
"hải sản ở mức vừa tầm ghẹ không ngon lắm, bia ở đây bán khá đắt nha","hải sản ở mức vừa tầm ghẹ không ngon lắm , bia ở đây bán khá đắt nha",chất lượng đồ ăn tạm vì hải sản vừa tầm và chất lượng đồ ăn tệ vì ghẹ không ngon và giá tiền đồ uống tệ vì bia đắt,"{FOOD#QUALITY,hải sản,neutral,vừa tầm}; {FOOD#QUALITY,ghẹ,negative,không ngon}; {DRINKS#PRICES,bia,negative,đắt}"
pizza ở đây ngon nè chất lượng nên giá khá cao nha,piza ở đây ngon nè chất lượng nên giá khá cao nha,chất lượng đồ ăn tốt vì pizza ngon và giá tiền đồ ăn tệ vì giá cao,"{FOOD#QUALITY,pizza,positive,ngon}; {FOOD#PRICES,giá,negative,cao}"
giá khá cao so với chất lượng món ăn nhưng bù lại không gian và nhân viên tốt,giá khá cao so với chất lượng món ăn nhưng bù lại không gian và nhân viên tốt,dịch vụ tốt vì nhân viên tốt và giá tiền nhà hàng tệ vì giá cao và không gian tốt vì không gian tốt,"{SERVICE#GENERAL,nhân viên,positive,tốt}; {RESTAURANT#PRICES,giá,negative,cao}; {AMBIENCE#GENERAL,không gian,positive,tốt}"
giá hơi cao đồ ăn ngon nhưng cần đậm đà thêm chút nữa thì best luôn,giá hơi cao đồ ăn ngon nhưng cần đậm đà thêm chút nữa thì tốt nhất luôn,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền đồ ăn tệ vì giá cao,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#PRICES,giá,negative,cao}"
khi nào vào quán cũng đông đúc nhưng dù có đông mấy thì phục vụ vẫn rất tốt,khi nào vào quán cũng đông đúc nhưng dù có đông mấy thì phục vụ vẫn rất tốt,nhà hàng nói chung tạm vì quán đông và dịch vụ tốt vì phục vụ tốt,"{RESTAURANT#GENERAL,quán,neutral,đông}; {SERVICE#GENERAL,phục vụ,positive,tốt}"
chỗ ngồi sát nhau nên hơi ồn menu đa dạng hong phú cơm xèo miến xèo bò gà,chỗ ngồi sát nhau nên hơi ồn thực đơn đa dạng hong phú cơm xèo miến xèo bò gà,lựa chọn đồ ăn tốt vì menu đa dạng và không gian tệ vì nó ồn,"{FOOD#STYLE&OPTIONS,menu,positive,đa dạng}; {AMBIENCE#GENERAL,null,negative,ồn}"
"Nhà vệ sinh sạch sẽ, còn lại thì đồ ăn thức uống không đặc sắc","nhà vệ sinh sạch sẽ , còn lại thì đồ ăn thức uống không đặc sắc",vấn đề khác tốt vì Nhà vệ sinh sạch sẽ và chất lượng đồ ăn tệ vì đồ ăn không đặc sắc và chất lượng đồ uống tệ vì thức uống không đặc sắc,"{RESTAURANT#MISCELLANEOUS,Nhà vệ sinh,positive,sạch sẽ}; {FOOD#QUALITY,đồ ăn,negative,không đặc sắc}; {DRINKS#QUALITY,thức uống,negative,không đặc sắc}"
mình order hai cánh gà sốt cay mà giá 70k khá là mắc do cánh gà nhỏ tính ra không được như các tiệm gà khác vị bình thường không ngon lắm,mình order hai cánh gà sốt cay mà giá giá tiền khá là mắc do cánh gà nhỏ tính ra không được như các tiệm gà khác vị bình thường không ngon lắm,chất lượng đồ ăn tạm vì vị bình thường và lựa chọn đồ ăn tệ vì cánh gà nhỏ và giá tiền đồ ăn tạm vì cánh gà sốt cay #tạm,"{FOOD#QUALITY,vị,neutral,bình thường}; {FOOD#STYLE&OPTIONS,cánh gà,negative,nhỏ}; {FOOD#PRICES,cánh gà sốt cay,neutral,null}"
phục vụ cũng khá tốt nhưng không gian nhỏ ko đặt bàn trước thì ko có bàn,phục vụ cũng khá tốt nhưng không gian nhỏ không đặt bàn trước thì không có bàn,dịch vụ tốt vì phục vụ tốt và không gian tệ vì không gian nhỏ,"{SERVICE#GENERAL,phục vụ,positive,tốt}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}"
không gian thì đẹp đấy nhưng gọi món chờ hơi lâu,không gian thì đẹp đấy nhưng gọi món chờ hơi lâu,dịch vụ tệ vì chờ lâu và không gian tốt vì không gian đẹp,"{SERVICE#GENERAL,chờ,negative,lâu}; {AMBIENCE#GENERAL,không gian,positive,đẹp}"
buffet sheraton giá khá chát nhưng chất lượng đi đôi với giá tiền bỏ ra d,bufet sheraton giá khá chát nhưng chất lượng đi đôi với giá tiền bỏ ra do,chất lượng đồ ăn tốt vì chất lượng #tốt và giá tiền nhà hàng tệ vì giá chát,"{FOOD#QUALITY,chất lượng,positive,null}; {RESTAURANT#PRICES,giá,negative,chát}"
giá hơi cao nhưng chất lượng tốt thì chấp nhận được,giá hơi cao nhưng chất lượng tốt thì chấp nhận được,nhà hàng nói chung tốt vì chất lượng tốt và giá tiền nhà hàng tệ vì giá cao,"{RESTAURANT#GENERAL,chất lượng,positive,tốt}; {RESTAURANT#PRICES,giá,negative,cao}"
mình không hài lòng ở cách phục vụ của nhân viên ở đây đồ ăn thì ngon mà bị phá mất cảm xúc,mình không hài lòng ở cách phục vụ của nhân viên ở đây đồ ăn thì ngon mà bị phá mất cảm xúc,dịch vụ tệ vì cách phục vụ không hài lòng và chất lượng đồ ăn tốt vì đồ ăn ngon,"{SERVICE#GENERAL,cách phục vụ,negative,không hài lòng}; {FOOD#QUALITY,đồ ăn,positive,ngon}"
"đồ ăn ukie, giá tạm ổn, view đẹp, không gian ko quá ồn ào ,","đồ ăn ukie , giá tạm ổn , quang cảnh đẹp , không gian không quá ồn ào ,",chất lượng đồ ăn tạm vì đồ ăn ukie và địa chỉ tốt vì view đẹp và giá tiền đồ ăn tạm vì giá tạm ổn và không gian tốt vì không gian ko quá ồn ào,"{FOOD#QUALITY,đồ ăn,neutral,ukie}; {LOCATION#GENERAL,view,positive,đẹp}; {FOOD#PRICES,giá,neutral,tạm ổn}; {AMBIENCE#GENERAL,không gian,positive,ko quá ồn ào}"
ở đây đồ âu phong phú nhưng hơi xa trung tâm.,ở đây đồ âu phong phú nhưng hơi xa trung tâm .,lựa chọn đồ ăn tốt vì đồ âu phong phú và địa chỉ tệ vì nó xa trung tâm,"{FOOD#STYLE&OPTIONS,đồ âu,positive,phong phú}; {LOCATION#GENERAL,null,negative,xa trung tâm}"
"view đẹp, đồ uống bình thường, thái độ nhân viên rất tệ.","quang cảnh đẹp , đồ uống bình thường , thái độ nhân viên rất tệ .",dịch vụ tệ vì thái độ nhân viên tệ và địa chỉ tốt vì view đẹp và chất lượng đồ uống tạm vì đồ uống bình thường,"{SERVICE#GENERAL,thái độ nhân viên,negative,tệ}; {LOCATION#GENERAL,view,positive,đẹp}; {DRINKS#QUALITY,đồ uống,neutral,bình thường}"
ở trong vincom nên giá hơi cao tuy nhiên có rất nhiều điểm cộng món ăn ngon nhân viên thân thiện,ở trong vincom nên giá hơi cao tuy nhiên có rất nhiều điểm cộng món ăn ngon nhân viên thân thiện,dịch vụ tốt vì nhân viên thân thiện và chất lượng đồ ăn tốt vì món ăn ngon và giá tiền nhà hàng tệ vì giá cao,"{SERVICE#GENERAL,nhân viên,positive,thân thiện}; {FOOD#QUALITY,món ăn,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}"
Không gian ở đây đẹp & ấm cúng. Nhân viên nhiệt tình & lịch sự nhưng đồ ăn chưa xứng tầm 5*,không gian ở đây đẹp và ấm cúng . nhân viên nhiệt tình và lịch sự nhưng đồ ăn chưa xứng tầm num star,không gian tốt vì Không gian đẹp và không gian tốt vì Không gian ấm cúng và dịch vụ tốt vì Nhân viên nhiệt tình và dịch vụ tốt vì Nhân viên lịch sự và chất lượng đồ ăn tệ vì đồ ăn #tệ,"{AMBIENCE#GENERAL,Không gian,positive,đẹp}; {AMBIENCE#GENERAL,Không gian,positive,ấm cúng}; {SERVICE#GENERAL,Nhân viên,positive,nhiệt tình}; {SERVICE#GENERAL,Nhân viên,positive,lịch sự}; {FOOD#QUALITY,đồ ăn,negative,null}"
lần đầu tiên đi ăn ở đây thấy hơi đắt nhưng ăn thử thì thấy khá ngon,lần đầu tiên đi ăn ở đây thấy hơi đắt nhưng ăn thử thì thấy khá ngon,chất lượng đồ ăn tốt vì nó ngon và giá tiền nhà hàng tệ vì nó đắt,"{FOOD#QUALITY,null,positive,ngon}; {RESTAURANT#PRICES,null,negative,đắt}"
"quán này ổn, lẩu 160k ngon, nước và cá, phục vụ nhiệt tình, sẽ quay lại nếu có dịp,","quán này ổn , lẩu giá tiền ngon , nước và cá , phục vụ nhiệt tình , sẽ quay lại nếu có dịp ,",nhà hàng nói chung tạm vì quán ổn và dịch vụ tốt vì phục vụ nhiệt tình và chất lượng đồ ăn tốt vì lẩu ngon và giá tiền đồ ăn tạm vì lẩu #tạm,"{RESTAURANT#GENERAL,quán,neutral,ổn}; {SERVICE#GENERAL,phục vụ,positive,nhiệt tình}; {FOOD#QUALITY,lẩu,positive,ngon}; {FOOD#PRICES,lẩu,neutral,null}"
"pizza ngon, nhân nhiều, nhân viên nhanh nhẹn, không gian không lớn nhưng được cái trang trí bắt mắt","piza ngon , nhân nhiều , nhân viên nhanh nhẹn , không gian không lớn nhưng được cái trang trí bắt mắt",không gian tệ vì không gian không lớn và chất lượng đồ ăn tốt vì pizza ngon và lựa chọn đồ ăn tốt vì nhân nhiều và không gian tốt vì trang trí bắt mắt,"{AMBIENCE#GENERAL,không gian,negative,không lớn}; {FOOD#QUALITY,pizza,positive,ngon}; {FOOD#STYLE&OPTIONS,nhân,positive,nhiều}; {AMBIENCE#GENERAL,trang trí,positive,bắt mắt}"
nhà hàng trang trí đẹp nhân viên phục vụ tốt có điều lên món chậm tí,nhà hàng trang trí đẹp nhân viên phục vụ tốt có điều lên món chậm tí,dịch vụ tốt vì nhân viên phục vụ tốt và không gian tốt vì trang trí đẹp và dịch vụ tệ vì lên món chậm,"{SERVICE#GENERAL,nhân viên phục vụ,positive,tốt}; {AMBIENCE#GENERAL,trang trí,positive,đẹp}; {SERVICE#GENERAL,lên món,negative,chậm}"
mặc dù là phục vụ tốt nhưng món ăn thì dỡ tệ,mặc dù là phục vụ tốt nhưng món ăn thì dỡ tệ,dịch vụ tốt vì phục vụ tốt và chất lượng đồ ăn tệ vì món ăn dỡ tệ,"{SERVICE#GENERAL,phục vụ,positive,tốt}; {FOOD#QUALITY,món ăn,negative,dỡ tệ}"
"ở ngay trung tâm, giá cả vầy là ổn, chất lượng cũng tốt mà.","ở ngay trung tâm , giá cả vầy là ổn , chất lượng cũng tốt mà .",nhà hàng nói chung tốt vì chất lượng tốt và giá tiền nhà hàng tạm vì giá cả ổn và địa chỉ tốt vì nó ngay trung tâm,"{RESTAURANT#GENERAL,chất lượng,positive,tốt}; {RESTAURANT#PRICES,giá cả,neutral,ổn}; {LOCATION#GENERAL,null,positive,ngay trung tâm}"
"trà cây ở đây rất tươi đặc trưng, trà sữa trân châu hoàng gia cũng ngon uống rất được đặc biệt là không gian quán quý tộc vô cùng nên hơi mắc.","trà cây ở đây rất tươi đặc trưng , trà sữa trân châu hoàng gia cũng ngon uống rất được đặc biệt là không gian quán quý tộc vô cùng nên hơi mắc .",không gian tốt vì không gian quý tộc và chất lượng đồ uống tốt vì trà sữa trân châu hoàng gia ngon và lựa chọn đồ uống tốt vì trà cây tươi đặc trưng và giá tiền nhà hàng tệ vì nó mắc,"{AMBIENCE#GENERAL,không gian,positive,quý tộc}; {DRINKS#QUALITY,trà sữa trân châu hoàng gia,positive,ngon}; {DRINKS#STYLE&OPTIONS,trà cây,positive,tươi đặc trưng}; {RESTAURANT#PRICES,null,negative,mắc}"
không gian ở đây chậc lắm nhân viên phục vụ thì vui,không gian ở đây chậc lắm nhân viên phục vụ thì vui,dịch vụ tốt vì nhân viên phục vụ vui và không gian tệ vì không gian chậc,"{SERVICE#GENERAL,nhân viên phục vụ,positive,vui}; {AMBIENCE#GENERAL,không gian,negative,chậc}"
"đồ ăn bình thường, giá cao, thái độ nhân viên phục vụ hơi khó chịu, gửi xe bị thu phí","đồ ăn bình thường , giá cao , thái độ nhân viên phục vụ hơi khó chịu , gửi xe bị thu phí",dịch vụ tệ vì nhân viên phục vụ khó chịu và chất lượng đồ ăn tạm vì đồ ăn bình thường và vấn đề khác tệ vì gửi xe thu phí và giá tiền nhà hàng tệ vì giá cao,"{SERVICE#GENERAL,nhân viên phục vụ,negative,khó chịu}; {FOOD#QUALITY,đồ ăn,neutral,bình thường}; {RESTAURANT#MISCELLANEOUS,gửi xe,negative,thu phí}; {RESTAURANT#PRICES,giá,negative,cao}"
quán đông nên phục vụ khá chậm nhưng thái độ nhân viên nhẹ nhàng chuyên nghiệp,quán đông nên phục vụ khá chậm nhưng thái độ nhân viên nhẹ nhàng chuyên nghiệp,nhà hàng nói chung tạm vì quán đông và dịch vụ tốt vì thái độ nhân viên nhẹ nhàng chuyên nghiệp và dịch vụ tệ vì phục vụ chậm,"{RESTAURANT#GENERAL,quán,neutral,đông}; {SERVICE#GENERAL,thái độ nhân viên,positive,nhẹ nhàng chuyên nghiệp}; {SERVICE#GENERAL,phục vụ,negative,chậm}"
đồ ăn cực ngon chât lượng lắm mình ăn pad thai ở thái mà không ngon bằng nhà hàng ở đây giá cũng ổn nữa ăn nó ngập mặt lúc tính tiền đi 6 người mỗi người có 100k thôi,đồ ăn cực ngon chât lượng lắm mình ăn pad thai ở thái mà không ngon bằng nhà hàng ở đây giá cũng ổn nữa ăn nó ngập mặt lúc tính tiền đi num người mỗi người có giá tiền thôi,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền nhà hàng tạm vì giá ổn và giá tiền nhà hàng tạm,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {RESTAURANT#PRICES,giá,neutral,ổn}; {RESTAURANT#PRICES,null,neutral,null}"
cách trình bày không đẹp nhưng vài món nướng ướp cũng được.,cách trình bày không đẹp nhưng vài món nướng ướp cũng được .,chất lượng đồ ăn tạm vì món nướng cũng được và lựa chọn đồ ăn tệ vì trình bày không đẹp,"{FOOD#QUALITY,món nướng,neutral,cũng được}; {FOOD#STYLE&OPTIONS,trình bày,negative,không đẹp}"
"sau khi đem ra thì mì quảng ổn nhưng bún bò không chất lượng lắm, chất lượng phục vụ kém","sau khi đem ra thì mì quảng ổn nhưng bún bò không chất lượng lắm , chất lượng phục vụ kém",chất lượng đồ ăn tạm vì mì quảng ổn và chất lượng đồ ăn tệ vì bún bò không chất lượng và dịch vụ tệ vì chất lượng phục vụ kém,"{FOOD#QUALITY,mì quảng,neutral,ổn}; {FOOD#QUALITY,bún bò,negative,không chất lượng}; {SERVICE#GENERAL,chất lượng phục vụ,negative,kém}"
