task,raw_input,input,output,raw_output
acsa,Ở đây cũng có bán thêm nước rễ tranh hoặc trà đá.,ở đây cũng có bán thêm nước rễ tranh hoặc trà đá .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Xôi không nóng, chỉ hơi ấm, vón cục, nấm ngâm thì cực kỳ chua và mặn.","xôi không nóng , chỉ hơi ấm , vón cục , nấm ngâm thì cực kỳ chua và mặn .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tệ,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, negative}"
acsa,Mỗi viên có giá tầm 5 – 15 k tuỳ loại.,mỗi viên có giá tầm num – giá tiền hông tuỳ loại .,giá tiền đồ ăn tạm,"{FOOD#PRICES, neutral}"
acsa,Không gian kiểu minimalism sang chảnh.,không gian kiểu minimalism sang chảnh .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Lần sau sẽ quay lại quán đó.,lần sau sẽ quay lại quán đó .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,Nhưng với vị trí trên phố dễ tìm và view đẹp như thế này thì xứng đáng mà phải không nào ^ ^( y).,nhưng với vị trí trên phố dễ tìm và quang cảnh đẹp như thế này thì xứng đáng mà phải không nào ^ ^ ( y ) .,địa chỉ tốt và không gian tốt,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,Nhân viên chu đáo.,nhân viên chu đáo .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Nhân viên thì cũng lịch sự, khách vào, ra đều chào, nhưng tụi mình thấy không thân thiện lắm.","nhân viên thì cũng lịch sự , khách vào , ra đều chào , nhưng tụi mình thấy không thân thiện lắm .",phục vụ tạm,"{SERVICE#GENERAL, neutral}"
acsa,Lần nào đi Aeon là cũng y như rằng phải quất 1 cây kem tươi 8k :))).,lần nào đi aeon là cũng y như rằng phải quất num cây kem tươi giá tiền : ) ) ) .,giá tiền đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}"
acsa,Cửa hàng de tìm ngay đầu phố hàng gai cạnh tiệm bánh king roti.,cửa hàng de tìm ngay đầu phố hàng gai cạnh tiệm bánh king roti .,địa chỉ tốt,"{LOCATION#GENERAL, positive}"
acsa,Woodpecker như cứu rỗi tâm hồn mình khi thèm một cốc đồ uống nhẹ chứ không phải là trà sữa nữa.,wodpecker như cứu rỗi tâm hồn mình khi thèm một cốc đồ uống nhẹ chứ không phải là trà sữa nữa .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Riêu làm cũng ngon, một tô bún còn có cà chua, đậu hũ nữa.","riêu làm cũng ngon , một tô bún còn có cà chua , đậu hũ nữa .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Trong suốt quá trình ăn không nói chuyện không cười không nhìn sang chỗ khác chĩ tập trung lo ăn vì quá ngon luôn.,trong suốt quá trình ăn không nói chuyện không cười không nhìn sang chỗ khác chĩ tập trung lo ăn vì quá ngon luôn .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Mình mua mang về chạy xe giữa trưa cả 20p thế mà về uống vẫn rất đậm đà, thơm ngon nhé !","mình mua mang về chạy xe giữa trưa cả num p thế mà về uống vẫn rất đậm đà , thơm ngon nhé !",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Thử món váng sữa phô mai khá ngon.,thử món váng sữa phô mai khá ngon .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"- Vị trí:Các bạn chạy Ngô Thời Nhiệm hoặc ĐBP quẹo vào nha, con đường đẹp và dễ tìm.","- vị trí : các bạn chạy ngô thời nhiệm hoặc đbp quẹo vào nha , con đường đẹp và dễ tìm .",địa chỉ tốt,"{LOCATION#GENERAL, positive}"
acsa,"Nhà hàng Hương Cau này nấu mấy món ăn ngon cực kì luôn, mình rất thích.","nhà hàng hương cau này nấu mấy món ăn ngon cực kì luôn , mình rất thích .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Giá cả không rẻ nhưng mình vẫn cảm thấy thoải mái khi mua vì chất lượng rất tốt, tiền nào của nấy thôi 😄.","giá cả không rẻ nhưng mình vẫn cảm thấy thoải mái khi mua vì chất lượng rất tốt , tiền nào của nấy thôi tốt .",nhà hàng nói chung tốt và giá tiền nhà hàng tệ,"{RESTAURANT#GENERAL, positive}, {RESTAURANT#PRICES, negative}"
acsa,Quán là nhà hàng chính của khách sạn.,quán là nhà hàng chính của khách sạn .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}"
acsa,"Kiểu chụp ưa thích của mình là từ trên xuống, nên ánh đèn nvậy thì ko đủ as cho mình chụp 😭😭.","kiểu chụp ưa thích của mình là từ trên xuống , nên ánh đèn nvậy thì không đủ as cho mình chụp tệ tệ .",không gian tệ,"{AMBIENCE#GENERAL, negative}"
acsa,Quán mới mở đối diện trường ĐH dược.,quán mới mở đối diện trường đại học dược .,nhà hàng nói chung tạm và địa chỉ tạm,"{RESTAURANT#GENERAL, neutral}, {LOCATION#GENERAL, neutral}"
acsa,"Nhân viên thái độ quá tệ, mình xin rau sống nhưng cho quá tằn tiện.","nhân viên thái độ quá tệ , mình xin rau sống nhưng cho quá tằn tiện .",phục vụ tệ và lựa chọn đồ ăn tệ,"{SERVICE#GENERAL, negative}, {FOOD#STYLE&OPTIONS, negative}"
acsa,So với bên Koi thì cách uống bên này dở và vị nặng quá.,so với bên koi thì cách uống bên này dở và vị nặng quá .,chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,Giá thì vẫn là mặt bằng chung của chuỗi HL.,giá thì vẫn là mặt bằng chung của chuỗi hl .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,"Nhìn chung thì giá ở đây bình dân, 280 k / 1 người.","nhìn chung thì giá ở đây bình dân , giá tiền hông num người .",giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,Bạn nhân viên nữ phục vụ bàn mình siêu đáng yêu :).,bạn nhân viên nữ phục vụ bàn mình siêu đáng yêu : ) .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"1 phầb đầy đủ có thịt, nem nướng, chả giò bự tổ, mà chỉ có 26k thoai.","num phầb đầy đủ có thịt , nem nướng , chả giò bự tổ , mà chỉ có giá tiền thoai .",lựa chọn đồ ăn tốt và giá tiền đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#PRICES, positive}"
acsa,"Quán gần ngay đoạn BT, vincom, đường 1 chiều nhưng đi qua kiểu gì cũng thấy ngay vì đèn điện 4 tầng sáng trưng 1 góc luôn.","quán gần ngay đoạn biết , vincom , đường num chiều nhưng đi qua kiểu gì cũng thấy ngay vì đèn điện num tầng sáng trưng num góc luôn .",địa chỉ tốt,"{LOCATION#GENERAL, positive}"
acsa,Gọi món gì cũng đem lên nhanh lắm.,gọi món gì cũng đem lên nhanh lắm .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Chỉ là bát nước mắm có ớt, có tỏi mà đủ vị chua cay ngọt chấm miếng cá sao mà hoàn hảo mà vừa miệng đến thế :((.","chỉ là bát nước mắm có ớt , có tỏi mà đủ vị chua cay ngọt chấm miếng cá sao mà hoàn hảo mà vừa miệng đến thế : ( ( .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}"
acsa,"Thiệt, dở không kể đâu cho hết, mặc dù mình là con người cực kì dễ tính trong việc uống bất kì loại tsua nào.","thiệt , dở không kể đâu cho hết , mặc dù mình là con người cực kì dễ tính trong việc uống bất kì loại tsua nào .",chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,Có hôm thì nhân viên dể thương vô cùng.,có hôm thì nhân viên dể thương vô cùng .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Mình thích bánh này nhất ở Starbucks.,mình thích bánh này nhất ở starbucks .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Ngoài ra quán có bán thêm sữa đậu nành các thứ nữa, rất chất lượng.","ngoài ra quán có bán thêm sữa đậu nành các thứ nữa , rất chất lượng .",chất lượng đồ uống tốt và lựa chọn đồ uống tốt,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, positive}"
acsa,"Tuy nhiên phần rau trong bánh nên để cả chiếc lá to thì sẽ đẹp hơn, rau các bạn cắt nhỏ thành từng miếng bé xíu, mở lớp giấy bọc bánh ra đã thấy rơi ra nhiều rồi, gà trong burger ướp hơi bị mặn chút.","tuy nhiên phần rau trong bánh nên để cả chiếc lá to thì sẽ đẹp hơn , rau các bạn cắt nhỏ thành từng miếng bé xíu , mở lớp giấy bọc bánh ra đã thấy rơi ra nhiều rồi , gà trong burger ướp hơi bị mặn chút .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, neutral}"
acsa,"Không Gian:nhỏ và ít bàn, khách đông chẳng có chỗ ngồi hic.","không gian : nhỏ và ít bàn , khách đông chẳng có chỗ ngồi hic .",không gian tệ,"{AMBIENCE#GENERAL, negative}"
acsa,Ko gian rộng rãi thoải mái hơn chi nhánh bên phố huế nhé.,không gian rộng rãi thoải mái hơn chi nhánh bên phố huế nhé .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Nhiệt tình đón tiếp và phục vụ dù mình dùng voucher vẫn rất niềm nở.,nhiệt tình đón tiếp và phục vụ dù mình dùng voucher vẫn rất niềm nở .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Món thạch signature ăn cũng rất ổn, mỗi tội 2 người ăn 2 phần bị ngán, phải kêu gói mang về.","món thạch signature ăn cũng rất ổn , mỗi tội num người ăn num phần bị ngán , phải kêu gói mang về .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,"Nước canh với bún ăn cùng rau sống, nói chung không phải điểm 10 nhưng với giá 30 k / 1 suất thì cũng là món ăn nên thử nếu tiện đường🤣🤣.","nước canh với bún ăn cùng rau sống , nói chung không phải điểm num nhưng với giá giá tiền hông num suất thì cũng là món ăn nên thử nếu tiện tốt tốt .",giá tiền đồ ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Gọi sữa chua đá.,gọi sữa chua đá .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,Phần khong gian mới làm bằng cửa kính nên khá là sáng.,phần không gian mới làm bằng cửa kính nên khá là sáng .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Nên đặt bàn trước vào cuối tuần để tránh phải đợi, nhân viên nhiệt tình, dễ thương.","nên đặt bàn trước vào cuối tuần để tránh phải đợi , nhân viên nhiệt tình , dễ thương .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Quán rộng rãi, trong phòng lạnh khách hút thuốc nhiều quá nên mình ra ngoài ngồi.","quán rộng rãi , trong phòng lạnh khách hút thuốc nhiều quá nên mình ra ngoài ngồi .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Bên trong có 2 bàn ngồi nhóm 2-3 ng, hoặc bàn dài ngồi ngắm đường phố😅.","bên trong có num bàn ngồi nhóm num - num người , hoặc bàn dài ngồi ngắm đường tệ .",vấn đề khác tạm,"{RESTAURANT#MISCELLANEOUS, neutral}"
acsa,"Có pé em đồng nghiệp mua cho ly trà xanh sữa, trà ngon, thơm, 70 % đường nhưng bị đá tan nên không ngọt quá.","có pé em đồng nghiệp mua cho ly trà xanh sữa , trà ngon , thơm , num % đường nhưng bị đá tan nên không ngọt quá .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Mình đi 2 người chọn, Thai tea Kakigoru, Toast mixed berries, Greentea Milkfoam mà tổng bill có hơn 150k à, giá rẻ cho khu Quận 1 là thích rồi 😘.","mình đi num người chọn , thai tea kakigoru , toast mixed beries , grentea milkfoam mà tổng hoá đơn có hơn giá tiền à , giá rẻ cho khu quận num là thích rồi tốt .",giá tiền đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#PRICES, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Quán chỉ bán từ chiều tầm 3h đến tối khuya mới nghỉ, quán luôn lai rai nên đến khi nào cũng được phục vụ tận tình, chỉ 2,3 phut là có ngay tô bún riêu yêu thích rồi.","quán chỉ bán từ chiều tầm num h đến tối khuya mới nghỉ , quán luôn lai rai nên đến khi nào cũng được phục vụ tận tình , chỉ num , num phut là có ngay tô bún riêu yêu thích rồi .",nhà hàng nói chung tạm và phục vụ tốt,"{RESTAURANT#GENERAL, neutral}, {SERVICE#GENERAL, positive}"
acsa,"Bọn mình gọi 3 cốc:sữa tươi chân châu đường đen, giống alley nhưng sữa không thơm bằng.","bọn mình gọi num cốc : sữa tươi chân châu đường đen , giống aley nhưng sữa không thơm bằng .",chất lượng đồ uống tạm,"{DRINKS#QUALITY, neutral}"
acsa,"🍗 Không gian:sạch sẽ, mát mẻ.","tốt không gian : sạch sẽ , mát mẻ .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Thêm thái độ nhân viên mắc dịch mắc gió thôi chả dám quay lại, uống thử cho biết thôi.","thêm thái độ nhân viên mắc dịch mắc gió thôi chả dám quay lại , uống thử cho biết thôi .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,Vâng mang tiếng là trà sữa chocolate nhưng uống thì nhạt nhẽo không thể tả nổi😂.,vâng mang tiếng là trà sữa chocolate nhưng uống thì nhạt nhẽo không thể tả tốt .,chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,Phần dưới ly là sữa chua Hy lạp.,phần dưới ly là sữa chua hy lạp .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,À nghe bảo quán còn có món từ bơ khá ok có dịp nhất định sẽ quay lại thử 😉.,à nghe bảo quán còn có món từ bơ khá ok có dịp nhất định sẽ quay lại thử tốt .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Ko gian quán có 3 tầng với cách bài trí khác nhau siêu đẹp.,không gian quán có num tầng với cách bài trí khác nhau siêu đẹp .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Có dịp sẽ thử lại các loại khác ở đây vậy.,có dịp sẽ thử lại các loại khác ở đây vậy .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}"
acsa,"Món bánh larva tráng miệng siêu ngon luôn, vỏ giòn, socola ấm chảy ra, ăn kèm với dâu chua chua.","món bánh larva tráng miệng siêu ngon luôn , vỏ giòn , socola ấm chảy ra , ăn kèm với dâu chua chua .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Cả socola nóng và latte vị cookies mình đều thấy ngon.,cả socola nóng và late vị cokies mình đều thấy ngon .,lựa chọn đồ uống tạm và chất lượng đồ uống tốt,"{DRINKS#STYLE&OPTIONS, neutral}, {DRINKS#QUALITY, positive}"
acsa,Đồ ăn của quán khá ngon.,đồ ăn của quán khá ngon .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Chắc cũng vì nó ngon, giá tuy khá cao nhưng bù lại chất lượng đảm bảo là những yếu tố giúp Gong cha vẫn sốt xìn xịt khi ở giữa một thế giới đâu đâu cũng có trà sữa như hiện nay.","chắc cũng vì nó ngon , giá tuy khá cao nhưng bù lại chất lượng đảm bảo là những yếu tố giúp gong cha vẫn sốt xìn xịt khi ở giữa một thế giới đâu đâu cũng có trà sữa như hiện nay .",giá tiền nhà hàng tệ và nhà hàng nói chung tốt,"{RESTAURANT#PRICES, negative}, {RESTAURANT#GENERAL, positive}"
acsa,"Giá cũng ok, không quá cao mà đang có khuyến mãi trên deli nữa, tận 35-40 % nên tranh thủ.","giá cũng ok , không quá cao mà đang có khuyến mãi trên deli nữa , tận num - num % nên tranh thủ .",giá tiền nhà hàng tốt và vấn đề khác tốt,"{RESTAURANT#PRICES, positive}, {RESTAURANT#MISCELLANEOUS, positive}"
acsa,⭕️Giá cả:tầm trung.,tốt cả : tầm trung .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,"Không gian thì thấy ở ngoài đẹp vào trong lại thấy ko đẹp nữa, ko biết do nhiều người quá nên cảm giác ngộp hay sao.","không gian thì thấy ở ngoài đẹp vào trong lại thấy không đẹp nữa , không biết do nhiều người quá nên cảm giác ngộp hay sao .",không gian tạm,"{AMBIENCE#GENERAL, neutral}"
acsa,"Chủ quán nhiệt tình, nhanh nhẹn có điều nấu hơi lâu, kiểu này đông khách là chờ mệt ak.","chủ quán nhiệt tình , nhanh nhẹn có điều nấu hơi lâu , kiểu này đông khách là chờ mệt à .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Mình order cả 2 ly 50 % đường thì uống ngọt vừa miệng mình uống.,mình order cả num ly num % đường thì uống ngọt vừa miệng mình uống .,lựa chọn đồ uống tạm và chất lượng đồ uống tốt,"{DRINKS#STYLE&OPTIONS, neutral}, {DRINKS#QUALITY, positive}"
acsa,🔴 Không gian là điểm cộng cực lớn cho quán.,🔴 không gian là điểm cộng cực lớn cho quán .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,🌸 Giá cả:một bát 30k thui nhưng một đĩa full cá rán chấm nc chấm ăn cực phê :)).,tốt giá cả : một bát giá tiền thui nhưng một đĩa ful cá rán chấm nước chấm ăn cực phê : ) ) .,giá tiền đồ ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,"Với nếu bánh Thập cẩm thì sẽ là 200gr hay 180gr gì đó, nhỉnh hơn tí tẹo thuiii 😂.","với nếu bánh thập cẩm thì sẽ là num gr hay num gr gì đó , nhỉnh hơn tí tẹo thui tốt .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,"Bánh vừa ăn, không quá ngọt.","bánh vừa ăn , không quá ngọt .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Order trên delivery, order nhanh gọn không phải chờ lâu, không phải xếp hàng vật vả mới mua được.","order trên giao hàng , order nhanh gọn không phải chờ lâu , không phải xếp hàng vật vả mới mua được .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,À Dunkin vẫn đang chạy chương trình ngày thứ mấy tặng bấy nhiêu bánh hoặc đồ uống từ thứ 2 đến thứ 6 trong tuần nên tiết kiệm đc kha khá đấy nha.,à dunkin vẫn đang chạy chương trình ngày thứ mấy tặng bấy nhiêu bánh hoặc đồ uống từ thứ num đến thứ num trong tuần nên tiết kiệm được kha khá đấy nha .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Đây là lần đầu tiên mình thưởng thức qua món bánh waffle này, chất lượng ổn phết, bánh mềm thơm, ăn cùng kem ngậy ngậy khá hay.","đây là lần đầu tiên mình thưởng thức qua món bánh wafle này , chất lượng ổn phết , bánh mềm thơm , ăn cùng kem ngậy ngậy khá hay .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,"Giá cả:khoảng hơn 200k cho một buổi buffet, nói chung là khá hợp lý, ăn no ứ hự với mức giá đó là chấp nhận được, không có mắc đâu.","giá cả : khoảng hơn giá tiền cho một buổi bufet , nói chung là khá hợp lý , ăn no ứ hự với mức giá đó là chấp nhận được , không có mắc đâu .",giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}"
acsa,Nhà hàng đương nhiên phải đắt rồi :).,nhà hàng đương nhiên phải đắt rồi : ) .,giá tiền nhà hàng tệ,"{RESTAURANT#PRICES, negative}"
acsa,"Quán khá rộng, mát mẻ, mình ngồi ở tầng trên cho thoáng.","quán khá rộng , mát mẻ , mình ngồi ở tầng trên cho thoáng .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Đồ nhúng lâu chủ yếu rau nấm, bò ba chỉ hay bò nạc thì canh canh rình mãi mới có.","đồ nhúng lâu chủ yếu rau nấm , bò ba chỉ hay bò nạc thì canh canh rình mãi mới có .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,"Bạn mình có inbox với shop về vđề này nhưng có vẻ thái độ của shop ko đc thân thiện lắm, kiểu như phủi trách nhiệm và đổ lỗi tụi mình kiếm chuyện nên mình nghĩ mọi ng nên thận trọng khi mua hàng để tránh ôm cục tức như mình.","bạn mình có nhắn tin với cửa hàng về vđề này nhưng có vẻ thái độ của cửa hàng không được thân thiện lắm , kiểu như phủi trách nhiệm và đổ lỗi tụi mình kiếm chuyện nên mình nghĩ mọi người nên thận trọng khi mua hàng để tránh ôm cục tức như mình .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,"Quán phục vụ thì nhiệt tình nhưng mà lâu lắc quá, mình gọi cho đem rau trụng mà hồi lu bu quên luôn của mình luôn.","quán phục vụ thì nhiệt tình nhưng mà lâu lắc quá , mình gọi cho đem rau trụng mà hồi lu bu quên luôn của mình luôn .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,Chất lượng của Phúc Long thì khỏi phải bàn rồi.,chất lượng của phúc long thì khỏi phải bàn rồi .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Giá cả khá cao, nhưng vài món chấp nhận được.","giá cả khá cao , nhưng vài món chấp nhận được .",giá tiền nhà hàng tệ,"{RESTAURANT#PRICES, negative}"
acsa,Khoai chiên ngon và đủ vị.,khoai chiên ngon và đủ vị .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Nếu bạn băn khoăn còn chưa biết chọn thức uống nào thì đây sẽ là một gợi ý chân thành và tuyệt vời cho bạn đó nha !,nếu bạn băn khoăn còn chưa biết chọn thức uống nào thì đây sẽ là một gợi ý chân thành và tuyệt vời cho bạn đó nha !,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Gợi ý:phong cách quán rất nhiều kiểu, mình chưa có điều kiện để tham quan hết.","gợi ý : phong cách quán rất nhiều kiểu , mình chưa có điều kiện để tham quan hết .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Mình dặn Medium Rare nhưng quán làm thành Medium luôn( mà gọi làm lại thì mất công chờ lâu nên mình ăn luôn).,mình dặn medium rare nhưng quán làm thành medium luôn ( mà gọi làm lại thì mất công chờ lâu nên mình ăn luôn ) .,phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,"Gọi thêm 2 carbonara ăn ổn, khá hợp kiểu carbo.","gọi thêm num carbonara ăn ổn , khá hợp kiểu carbo .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Mình đã vào 1 lần và cảm thấy rất thích không gian của quán, phục vụ cũng rất dễ thương có điều món trà Ô Long không đựơc ngon lắm.","mình đã vào num lần và cảm thấy rất thích không gian của quán , phục vụ cũng rất dễ thương có điều món trà ông long không đựơc ngon lắm .",không gian tốt và phục vụ tốt và chất lượng đồ uống tạm,"{AMBIENCE#GENERAL, positive}, {SERVICE#GENERAL, positive}, {DRINKS#QUALITY, neutral}"
acsa,"Sốt gà nấm mềm thơm, sốt kem ngậy có vị ngọt dễ vào.","sốt gà nấm mềm thơm , sốt kem ngậy có vị ngọt dễ vào .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}"
acsa,Nào là hay có game và các chương trình compo và bún bò thành viên 25 nữa chứ.,nào là hay có game và các chương trình compo và bún bò thành viên num nữa chứ .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Ấn tượng đầu tiên là nhân viên dù ở trong quán nhưng để ý khách hàng tới, nhanh chóng mở cửa chào đón và chỉ cho mình nơi để xe.","ấn tượng đầu tiên là nhân viên dù ở trong quán nhưng để ý khách hàng tới , nhanh chóng mở cửa chào đón và chỉ cho mình nơi để xe .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"À món ăn ở đây không được nhiều lắm, chất lượng chỉ tạm thôi, chắc ngày thường sẽ đỡ hơn.","à món ăn ở đây không được nhiều lắm , chất lượng chỉ tạm thôi , chắc ngày thường sẽ đỡ hơn .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, neutral}"
acsa,Nhân viên chi nhánh nào cũng đáng yêu và thân thiện.,nhân viên chi nhánh nào cũng đáng yêu và thân thiện .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Quán bé bé hoy mà trang trí xinh lắmm, nước lọc free, nhân viên cũng vui vẻ ^ ^.","quán bé bé thôi mà trang trí xinh lắm , nước lọc miễn phí , nhân viên cũng vui vẻ ^ ^ .",không gian tốt và phục vụ tốt và vấn đề khác tốt,"{AMBIENCE#GENERAL, positive}, {SERVICE#GENERAL, positive}, {RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Trà sữa trà xanh trân châu trắng và đen:trà sữa quá béo và ngọt, cảm giác như vị béo của bột sữa bỏ quá tay.","trà sữa trà xanh trân châu trắng và đen : trà sữa quá béo và ngọt , cảm giác như vị béo của bột sữa bỏ quá tay .",chất lượng đồ uống tệ và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, negative}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Vị trí dễ tìm, giá thì những quán gần khu vự này không rẽ.","vị trí dễ tìm , giá thì những quán gần khu vự này không rẽ .",địa chỉ tốt và giá tiền nhà hàng tệ,"{LOCATION#GENERAL, positive}, {RESTAURANT#PRICES, negative}"
acsa,"Theo mình thì uống đồ uống có váng sữa ở đây là ngon nhất, còn trà ôlong hơi đắng không ngon.","theo mình thì uống đồ uống có váng sữa ở đây là ngon nhất , còn trà ôlong hơi đắng không ngon .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Một like nữa cho quán là loại hình bình dân nhưng nói không với rượu bia 😂.,một thích nữa cho quán là loại hình bình dân nhưng nói không với rượu bia tốt .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"+ Và đặc biệt là THÁI ĐỘ NHÂN VIÊN:lúc mình vô có một bạn nam lấy order cho mình, đang lấy thì bạn đó đi ra và nhờ một bạn nữ khác thay thế, trong khi mình đang đứng kế bên thì bạn nam nói với bạn nữ ' NÓ hỏi có món nào có blueberry không '.","+ và đặc biệt là thái độ nhân viên : lúc mình vô có một bạn nam lấy order cho mình , đang lấy thì bạn đó đi ra và nhờ một bạn nữ khác thay thế , trong khi mình đang đứng kế bên thì bạn nam nói với bạn nữ ' nó hỏi có món nào có bluebery không ' .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
